codigo,nivel,codigo_padre,descripcion,unidad_medida,plantilla,activa,origen
01000000,4,,PRELIMINARES,,EDIFICACION,true,MAESTRO
01001000,5,01000000,LOCALIZACION,,EDIFICACION,true,MAESTRO
01001001,8,01001000,COMISION-ALQ. EQUIPO,,EDIFICACION,true,MAESTRO
01001001.1001,10,01001001,PREL ALQ EQUIPO TOPOGRAFICO,UN,EDIFICACION,true,MAESTRO
01001001.1002,10,01001001,PREL COMISION TOPOGRAFICA,UN,EDIFICACION,true,MAESTRO
01001999,8,01001000,ACTIVIDADES VARIAS,,EDIFICACION,true,MAESTRO
01001999.1001,10,01001999,CIMEN ACTIVIDADES VARIAS AY,M3,EDIFICACION,true,MAESTRO
02000000,4,,CIMENTACION,,EDIFICACION,true,MAESTRO
02001000,5,02000000,EXCAVACIONES Y RELLENOS,,EDIFICACION,true,MAESTRO
02001001,8,02001000,EXC A MANO Y PRELIMIN,,EDIFICACION,true,MAESTRO
02001001.1001,10,02001001,PRE LOCALIZACION-REPLANT/EJES,M2,EDIFICACION,true,MAESTRO
02001001.1002,10,02001001,"CIMEN EXC A MANO <2,5m",M3,EDIFICACION,true,MAESTRO
02001001.1003,10,02001001,"CIMEN EXC A MANO >2,5m",M3,EDIFICACION,true,MAESTRO
02001001.1004,10,02001001,"CIMEN EXCAVACION EN ROCA <2,5m",M3,EDIFICACION,true,MAESTRO
02001001.1005,10,02001001,"CIMEN EXCAVACION EN ROCA >2,5m",M3,EDIFICACION,true,MAESTRO
02001001.1006,10,02001001,CIMEN SOLADO,M2,EDIFICACION,true,MAESTRO
02001001.1007,10,02001001,CIMEN SUP RETIRO TIERR EXC,M3,EDIFICACION,true,MAESTRO
02001006,8,02001000,RELLENOS,,EDIFICACION,true,MAESTRO
02001006.1001,10,02001006,CIMEN RELLENOS,M3,EDIFICACION,true,MAESTRO
02001006.1002,10,02001006,CIMEN RELLENOS ACARREO MATER,M3,EDIFICACION,true,MAESTRO
02001006.1003,10,02001006,CIMEN RELL MEJORAMIENTO SUELO,M3,EDIFICACION,true,MAESTRO
02001006.1004,10,02001006,CIMEN GEOMALL/GEOTX MEJ SUELO,M2,EDIFICACION,true,MAESTRO
02002000,5,02000000,CIMENTACION SUPERFICIAL,,EDIFICACION,true,MAESTRO
02002005,8,02002000,CONCRETO VIGAS-ZAPATAS,,EDIFICACION,true,MAESTRO
02002005.1001,10,02002005,CIMEN CONC VIGA 0.35< h< 1.2m,M3,EDIFICACION,true,MAESTRO
02002005.1002,10,02002005,CIMEN CONCRETO VIGAS H:>1.2m,M3,EDIFICACION,true,MAESTRO
02002005.1004,10,02002005,CIMEN CONCRETO ZAPATAS,M3,EDIFICACION,true,MAESTRO
02002005.1005,10,02002005,CIMEN PROF CONC DADOS PILOTAJE,M3,EDIFICACION,true,MAESTRO
02002005.1006,10,02002005,CIMEN FOSO ASCENSOR PLACA,M3,EDIFICACION,true,MAESTRO
02002005.1007,10,02002005,CIMEN FOSO ASCENSOR MUROS,M3,EDIFICACION,true,MAESTRO
02002005.1008,10,02002005,CIMEN CONCRETO CICLOPEO,M3,EDIFICACION,true,MAESTRO
02002005.1009,10,02002005,CIMEN PLACA ALIGERA H>1m,M2,EDIFICACION,true,MAESTRO
02002005.1010,10,02002005,"CIMEN LOSA DE CIMENTAC H>0,25",M3,EDIFICACION,true,MAESTRO
02002005.1011,10,02002005,CIMEN IMPERMEA MUROS DE ARRANQUE,M2,EDIFICACION,true,MAESTRO
02002005.1012,10,02002005,CIMEN CONC VIGA h<0.35,ML,EDIFICACION,true,MAESTRO
02002006,8,02002000,PLACA ANTEPISO,,EDIFICACION,true,MAESTRO
02002006.1004,10,02002006,"ANTEPISO PLACA CONCRE H: <0,25",M2,EDIFICACION,true,MAESTRO
02002006.1005,10,02002006,SOBREPLACA ALIGERADA,M2,EDIFICACION,true,MAESTRO
02002006.1006,10,02002006,RAMPA SOBRE TERRENO,M2,EDIFICACION,true,MAESTRO
02002006.1007,10,02002006,RAMPA AEREA  ANTEPISO,M2,EDIFICACION,true,MAESTRO
02002999,8,02002000,ACTIVIDADES VARIAS,,EDIFICACION,true,MAESTRO
02002999.1001,10,02002999,CIMEN ACTIVIDADES VARIAS AY,UN,EDIFICACION,true,MAESTRO
02002999.1002,10,02002999,CIMEN ACTIVIDADES VARIAS OF,UN,EDIFICACION,true,MAESTRO
02004000,5,02000000,CIMENTACION PROFUNDA,,EDIFICACION,true,MAESTRO
02004006,8,02004000,PILOTES,,EDIFICACION,true,MAESTRO
02004006.1001,10,02004006,CIMEN PROF PILOTES 0.3,ML,EDIFICACION,true,MAESTRO
02004006.1002,10,02004006,CIMEN PROF PILOTES 0.4,ML,EDIFICACION,true,MAESTRO
02004006.1003,10,02004006,CIMEN PROF PILOTES 0.5,ML,EDIFICACION,true,MAESTRO
02004006.1004,10,02004006,CIMEN PROF PILOTES 0.6,ML,EDIFICACION,true,MAESTRO
02004006.1005,10,02004006,CIMEN PROF PILOTES 0.7,ML,EDIFICACION,true,MAESTRO
02004006.1006,10,02004006,CIMEN PROF PILOTES 0.8,ML,EDIFICACION,true,MAESTRO
02004006.1007,10,02004006,CIMEN PROF PILOTES 0.9,ML,EDIFICACION,true,MAESTRO
02004006.1008,10,02004006,CIMEN PROF PILOTES 1.0,ML,EDIFICACION,true,MAESTRO
02004006.1009,10,02004006,CIMEN PROF PILOTES 0.25,ML,EDIFICACION,true,MAESTRO
02004006.1011,10,02004006,CIMEN PROF PREHUECOS PILOTES,UN,EDIFICACION,true,MAESTRO
02004006.1012,10,02004006,CIMEN PROF DESCABECE PILOTES,M3,EDIFICACION,true,MAESTRO
02004006.1014,10,02004006,CIMEN PROF RETIRO DE LODOS,M3,EDIFICACION,true,MAESTRO
02004006.1015,10,02004006,CIMEN PROF CAISSONS D:1.2,ML,EDIFICACION,true,MAESTRO
02004006.1016,10,02004006,CIMEN PROF CAISSONS D:1.8,ML,EDIFICACION,true,MAESTRO
02004006.1017,10,02004006,CIMEN PROF CAISSONS D:2.1,ML,EDIFICACION,true,MAESTRO
02004006.1018,10,02004006,CIMEN PROF CAISSONS D:2.2,ML,EDIFICACION,true,MAESTRO
02004007,8,02004000,PANTALLAS Y BARRETES,,EDIFICACION,true,MAESTRO
02004007.1001,10,02004007,CIMEN PANTALLA/BARRETES 0.25,M2,EDIFICACION,true,MAESTRO
02004007.1002,10,02004007,CIMEN PANTALLA/BARRETES 0.3,M2,EDIFICACION,true,MAESTRO
02004007.1003,10,02004007,CIMEN PANTALLA/BARRETES 0.35,M2,EDIFICACION,true,MAESTRO
02004007.1004,10,02004007,CIMEN PANTALLA/BARRETES 0.4,M2,EDIFICACION,true,MAESTRO
02004007.1011,10,02004007,CIMEN DESCABECE PANT/BARRETES,M3,EDIFICACION,true,MAESTRO
02004007.1012,10,02004007,CIMEN PROF VIGA CORONA,M3,EDIFICACION,true,MAESTRO
02004007.1013,10,02004007,CIMEN PROF VIGA GUIA,ML,EDIFICACION,true,MAESTRO
02007000,5,02000000,CIMENTACION TORRE GRUA,,EDIFICACION,true,MAESTRO
02007001,8,02007000,CIMENTACION TORRE GRUA,,EDIFICACION,true,MAESTRO
02007001.1001,10,02007001,GRUA CIMEN TORRE GRUA,UN,EDIFICACION,true,MAESTRO
02008000,5,02000000,FORMALETA CIMENTACION,,EDIFICACION,true,MAESTRO
02008001,8,02008000,FORMALETA GL,,EDIFICACION,true,MAESTRO
02008001.1001,10,02008001,CIMEN FORMALETA VIGAS,GL,EDIFICACION,true,MAESTRO
02008001.1002,10,02008001,CIMEN FORMALETA TRANSPORTE,GL,EDIFICACION,true,MAESTRO
02009000,5,02000000,EQUIPOS CIMENTACION,,EDIFICACION,true,MAESTRO
02009001,8,02009000,EQUIPOS DE OBRA,,EDIFICACION,true,MAESTRO
02009001.1001,10,02009001,CIMEN ALQUILER MOTOBOMBA,MES,EDIFICACION,true,MAESTRO
02009001.1002,10,02009001,CIMEN ALQ WINCHE DESCAR HIERRO,HORA,EDIFICACION,true,MAESTRO
02009001.1003,10,02009001,CIMEN TRANSPORTE EQUIPOS,GL,EDIFICACION,true,MAESTRO
02009001.1004,10,02009001,CIMEN EQUIPOS,GL,EDIFICACION,true,MAESTRO
02009002,8,02009000,OPERADORES EQUIPOS,,EDIFICACION,true,MAESTRO
02009002.1001,10,02009002,CIMEN OPERADOR MOTOBOMBA,MES,EDIFICACION,true,MAESTRO
03000000,4,,DESAGUES SUBTERRANEOS,,EDIFICACION,true,MAESTRO
03002000,5,03000000,CAJAS DE INSPECCION,,EDIFICACION,true,MAESTRO
03002001,8,03002000,CAJAS DE INSPECCION,,EDIFICACION,true,MAESTRO
03002001.1001,10,03002001,CAJA DE INSPECCION >1,UN,EDIFICACION,true,MAESTRO
03002001.1002,10,03002001,CAJA DE INSPECCION 0.6 a 1,UN,EDIFICACION,true,MAESTRO
03003000,5,03000000,DESAGUES,,EDIFICACION,true,MAESTRO
03003001,8,03003000,DESAGUE TUBERIA PVC,,EDIFICACION,true,MAESTRO
03003001.1090,10,03003001,"DESAGUES TUBERIA PVC 2-3-4""",ML,EDIFICACION,true,MAESTRO
03003001.1091,10,03003001,"DESAGUES TUBERIA PVC 6""",ML,EDIFICACION,true,MAESTRO
03003001.1092,10,03003001,"DESAGUES TUBERIA PVC2-3-4"" ALL",ML,EDIFICACION,true,MAESTRO
03003001.1093,10,03003001,"DESAGUES TUBERIA PVC 6"" ALL",ML,EDIFICACION,true,MAESTRO
03003001.1097,10,03003001,DESAGUES  PRUEBA ESTANQUEIDAD,UN,EDIFICACION,true,MAESTRO
04000000,4,,MAMPOSTERIA,,EDIFICACION,true,MAESTRO
04001000,5,04000000,MAMPOSTERIA,,EDIFICACION,true,MAESTRO
04001001,8,04001000,MAMPOSTERIA,,EDIFICACION,true,MAESTRO
04001001.1001,10,04001001,MAMP EXTRUBLOCK M2,M2,EDIFICACION,true,MAESTRO
04001001.1002,10,04001001,MAMP PRENSADO LIVIANO,M2,EDIFICACION,true,MAESTRO
04001001.1003,10,04001001,MAMP PORTANTE LIVIANO,M2,EDIFICACION,true,MAESTRO
04001001.1004,10,04001001,MAMP GRAN FORMATO M2,M2,EDIFICACION,true,MAESTRO
04001001.1005,10,04001001,MAMP N5 MEDIO FACHADA,M2,EDIFICACION,true,MAESTRO
04001001.1006,10,04001001,MAMP H-10 CEMENTO M2,M2,EDIFICACION,true,MAESTRO
04001001.1007,10,04001001,MAMP E-9 M2,M2,EDIFICACION,true,MAESTRO
04001001.1008,10,04001001,MAMP E-14 M2,M2,EDIFICACION,true,MAESTRO
04001001.1009,10,04001001,MAMP H-10 ARCILLA M2,M2,EDIFICACION,true,MAESTRO
04001001.1010,10,04001001,MAMP H-10 ARCILLA>2.5M,M2,EDIFICACION,true,MAESTRO
04001001.1011,10,04001001,MAMP H-15 ARCILLA M2,M2,EDIFICACION,true,MAESTRO
04001001.1012,10,04001001,MAMP BLOQUE N5 INT M2,M2,EDIFICACION,true,MAESTRO
04001001.1013,10,04001001,MAMP BLOQUE N3 INT M2,M2,EDIFICACION,true,MAESTRO
04001001.1014,10,04001001,MAMP BUITRONES MAMP SUCIO M2,M2,EDIFICACION,true,MAESTRO
04001001.1015,10,04001001,MAMP BLOQUE N4 INT M2,M2,EDIFICACION,true,MAESTRO
04001001.1016,10,04001001,MAMP BLOQUE EST 12-29 M2,M2,EDIFICACION,true,MAESTRO
04001001.1017,10,04001001,MAMP VIGA CINTA H:25cm,ML,EDIFICACION,true,MAESTRO
04001001.1018,10,04001001,MAMP BLOQUE 10-20-30 M2,M2,EDIFICACION,true,MAESTRO
04001001.1019,10,04001001,MAMP BLOQUE 11.5-23-33 M2,M2,EDIFICACION,true,MAESTRO
04001001.1020,10,04001001,MAMP FACHADA B10-20-30 M2,M2,EDIFICACION,true,MAESTRO
04001001.1021,10,04001001,MAMP E-11 M2,M2,EDIFICACION,true,MAESTRO
04001001.1022,10,04001001,MAMP BLOQUE H-7 M2,M2,EDIFICACION,true,MAESTRO
04001001.1023,10,04001001,MAMP BLOQUE N4 PV M2,M2,EDIFICACION,true,MAESTRO
04001001.1024,10,04001001,MAMP BLOQUE CONC BL12 PV M2,M2,EDIFICACION,true,MAESTRO
04001001.1025,10,04001001,MAMP U-10 M2,M2,EDIFICACION,true,MAESTRO
04001001.1026,10,04001001,MAMP U-7 M2,M2,EDIFICACION,true,MAESTRO
04001001.1027,10,04001001,MAMP BLOQUE N6 M2,M2,EDIFICACION,true,MAESTRO
04001001.1050,10,04001001,MAMP PISANTE EN LIMPIO,ML,EDIFICACION,true,MAESTRO
04001001.1051,10,04001001,MAMP CASTILLOS ML,ML,EDIFICACION,true,MAESTRO
04001001.1052,10,04001001,MAMP TAQUETES UND,UN,EDIFICACION,true,MAESTRO
04001001.1053,10,04001001,MAMP COLUMNETA,ML,EDIFICACION,true,MAESTRO
04001001.1054,10,04001001,MAMP VIGA CINTA,ML,EDIFICACION,true,MAESTRO
04001001.1055,10,04001001,MAMP DINTEL SOLO HIERRO,ML,EDIFICACION,true,MAESTRO
04001001.1056,10,04001001,MAMP RAM,ML,EDIFICACION,true,MAESTRO
04001001.1058,10,04001001,MAMP CANCHADO ANTEP BLOQUE,ML,EDIFICACION,true,MAESTRO
04001001.1061,10,04001001,MAMP DILATACION PLACA,ML,EDIFICACION,true,MAESTRO
04001001.1062,10,04001001,MAMP PIEDRA MESON /LAVADERO UN,UN,EDIFICACION,true,MAESTRO
04001001.1064,10,04001001,MURO LIMPIEZA PVC,M2,EDIFICACION,true,MAESTRO
04001001.1065,10,04001001,MAMP DILATACION MURO,ML,EDIFICACION,true,MAESTRO
04001001.1066,10,04001001,MAMP COLUMNETA >2.5M,ML,EDIFICACION,true,MAESTRO
04001001.1067,10,04001001,MAMP DETALLADA Y EMBONE VIS,UN,EDIFICACION,true,MAESTRO
04001001.1068,10,04001001,MAMP ANCLAJE UND,UN,EDIFICACION,true,MAESTRO
04001001.1069,10,04001001,MAMP ANCLAJE CASTILLOS,UN,EDIFICACION,true,MAESTRO
04001001.1070,10,04001001,MAMP NICHO DUCHAS,UN,EDIFICACION,true,MAESTRO
04001001.1071,10,04001001,MURO LIMPIEZA MAMPOSTERIA,M2,EDIFICACION,true,MAESTRO
04001001.1072,10,04001001,MAMP ALQ CORTADORA LADRIL,MES,EDIFICACION,true,MAESTRO
04001001.1073,10,04001001,MAMP OPERADOR MALACATERO,MES,EDIFICACION,true,MAESTRO
04001001.1074,10,04001001,MAMP OPERADOR CORTADORA LADR.,MES,EDIFICACION,true,MAESTRO
04001001.1075,10,04001001,MAMP ARMADA ANDAMIOS,UN,EDIFICACION,true,MAESTRO
04001001.1078,10,04001001,MAMP ACARREO MATERIAL,M2,EDIFICACION,true,MAESTRO
04001999,8,04001000,ACTIVIDADES VARIAS,,EDIFICACION,true,MAESTRO
04001999.1001,10,04001999,MAMP ACTIVIDADES VARIAS AY,UN,EDIFICACION,true,MAESTRO
04001999.1002,10,04001999,MAMP ACTIVIDADES VARIAS OF,UN,EDIFICACION,true,MAESTRO
04002000,5,04000000,MAMP PFIJO/CMAQ/CUB,,EDIFICACION,true,MAESTRO
04002001,8,04002000,MAMPOSTERIA,,EDIFICACION,true,MAESTRO
04002001.1101,10,04002001,MAMP PFIJO EXTRUBLOCK M2,M2,EDIFICACION,true,MAESTRO
04002001.1102,10,04002001,MAMP PFIJO PRENSADO LIVIANO,M2,EDIFICACION,true,MAESTRO
04002001.1103,10,04002001,MAMP PFIJO PORTANTE LIVIANO,M2,EDIFICACION,true,MAESTRO
04002001.1104,10,04002001,MAMP PFIJO GRAN FORMATO M2,M2,EDIFICACION,true,MAESTRO
04002001.1105,10,04002001,MAMP PFIJO N5 FACHADA,M2,EDIFICACION,true,MAESTRO
04002001.1106,10,04002001,MAMP PFIJO H-10 CEMENTO M2,M2,EDIFICACION,true,MAESTRO
04002001.1107,10,04002001,MAMP PFIJO E-9 M2,M2,EDIFICACION,true,MAESTRO
04002001.1108,10,04002001,MAMP PFIJO E-14 M2,M2,EDIFICACION,true,MAESTRO
04002001.1109,10,04002001,MAMP PFIJO H-10 ARCILLA M2,M2,EDIFICACION,true,MAESTRO
04002001.1110,10,04002001,MAMP PFIJO H-10 ARCILLA>2.5M,M2,EDIFICACION,true,MAESTRO
04002001.1111,10,04002001,MAMP PFIJO H-15 ARCILLA M2,M2,EDIFICACION,true,MAESTRO
04002001.1112,10,04002001,MAMP PFIJO BLOQUE N5 INT M2,M2,EDIFICACION,true,MAESTRO
04002001.1113,10,04002001,MAMP PFIJO BLOQUE N3 INT M2,M2,EDIFICACION,true,MAESTRO
04002001.1114,10,04002001,MAMP PFIJO BUITRON MAMP SUCIO,M2,EDIFICACION,true,MAESTRO
04002001.1115,10,04002001,MAMP PFIJO GABINETE  INC FRISO,M2,EDIFICACION,true,MAESTRO
04002001.1116,10,04002001,MAMP PFIJO MARCO ASC INC FRISO,M2,EDIFICACION,true,MAESTRO
04002001.1117,10,04002001,MAMP PFIJO PROVISIONAL FOSO,M2,EDIFICACION,true,MAESTRO
04002001.1118,10,04002001,MAMP PFIJO BLOQUE N4 INT M2,M2,EDIFICACION,true,MAESTRO
04002001.1119,10,04002001,MAMP PFIJO BLOQUE EST 12-29 M2,M2,EDIFICACION,true,MAESTRO
04002001.1120,10,04002001,MAMP PFIJO CANCHADO ANTEP,M2,EDIFICACION,true,MAESTRO
04002001.1121,10,04002001,MAMP PFIJO BLOQUE 10-20-30 M2,M2,EDIFICACION,true,MAESTRO
04002001.1122,10,04002001,MAMP PFIJO BLOQUE 11.5-23-33,M2,EDIFICACION,true,MAESTRO
04002001.1123,10,04002001,MAMP PFIJO ANCLAJE UND,M2,EDIFICACION,true,MAESTRO
04002001.1124,10,04002001,MAMP PFIJO ANCLAJE CASTILLOS,M2,EDIFICACION,true,MAESTRO
04002001.1125,10,04002001,MAMP PFIJO E-11 M2,M2,EDIFICACION,true,MAESTRO
04002001.1126,10,04002001,MAMP PFIJO U-10 M2,M2,EDIFICACION,true,MAESTRO
04002001.1151,10,04002001,MAMP PFIJO CASTILLOS ML,ML,EDIFICACION,true,MAESTRO
04002001.1152,10,04002001,MAMP PFIJO COLUMNETA,ML,EDIFICACION,true,MAESTRO
04002001.1153,10,04002001,MAMP PFIJO VIGA CINTA,ML,EDIFICACION,true,MAESTRO
04002001.1154,10,04002001,MAMP PFIJO DINTEL SOLO HIERRO,ML,EDIFICACION,true,MAESTRO
04002001.1155,10,04002001,MAMP PFIJO RAM,ML,EDIFICACION,true,MAESTRO
04002001.1156,10,04002001,MAMP PFIJO HUECO BOTONERA,UN,EDIFICACION,true,MAESTRO
04002001.1159,10,04002001,MAMP PFIJO VIGA CINTA H:25cm,ML,EDIFICACION,true,MAESTRO
04002001.1160,10,04002001,MAMP CUB TAPA BUITRON,UN,EDIFICACION,true,MAESTRO
04002001.1161,10,04002001,MAMP PFIJO PISANTE EN LIMPIO,ML,EDIFICACION,true,MAESTRO
04002001.1162,10,04002001,MAMP PFIJO DILATACIONES,ML,EDIFICACION,true,MAESTRO
04002001.1163,10,04002001,EST ALFAGIA DOBLE CONCR CUB,ML,EDIFICACION,true,MAESTRO
04002001.1164,10,04002001,EST ALFAGIA  CONCR CUB,ML,EDIFICACION,true,MAESTRO
04002001.1165,10,04002001,MAMP PFIJO BLOQUE H-7 M2,M2,EDIFICACION,true,MAESTRO
04002001.1166,10,04002001,MAMP LLENADO PTA CORTAFUEGO,UN,EDIFICACION,true,MAESTRO
04002001.1167,10,04002001,MAMP PFIJO ACARREO MATERIAL,M2,EDIFICACION,true,MAESTRO
04006000,5,04000000,ENCHAPES MAMPOSTERIA,,EDIFICACION,true,MAESTRO
04006002,8,04006000,ENCHAPE FACHALETA EXT,,EDIFICACION,true,MAESTRO
04006002.1401,10,04006002,MAMP FACHALETA EXT ML,ML,EDIFICACION,true,MAESTRO
04006002.1402,10,04006002,MAMP ENCHAPE FACHALETA M2,M2,EDIFICACION,true,MAESTRO
04007000,5,04000000,OTROS MUROS,,EDIFICACION,true,MAESTRO
04007001,8,04007000,MUROS SUPERBOARD,,EDIFICACION,true,MAESTRO
04007001.1001,10,04007001,M.SECO SUPERBOARD 1C M2,M2,EDIFICACION,true,MAESTRO
04007001.1002,10,04007001,M.SECO SUPERBOARD 1C ML,ML,EDIFICACION,true,MAESTRO
04007001.1003,10,04007001,M.SECO SUPERBOARD 2C M2,M2,EDIFICACION,true,MAESTRO
04007001.1004,10,04007001,M.SECO SUPERBOARD 2C ML,ML,EDIFICACION,true,MAESTRO
04007001.1005,10,04007001,M.SECO DRYWALL 1C M2,M2,EDIFICACION,true,MAESTRO
04007001.1006,10,04007001,M.SECO DRYWALL 1C ML,ML,EDIFICACION,true,MAESTRO
04007001.1007,10,04007001,M.SECO DRYWALL 2C M2,M2,EDIFICACION,true,MAESTRO
04007001.1008,10,04007001,M.SECO DRYWALL 2C ML,ML,EDIFICACION,true,MAESTRO
04007001.1009,10,04007001,M.SECO SUPER /DRYWALL2C M2,M2,EDIFICACION,true,MAESTRO
04007001.1010,10,04007001,M.SECO SUPER/DRYWALL 2C ML,ML,EDIFICACION,true,MAESTRO
04007001.1011,10,04007001,M.SECO TAPA SUPERBOARD ML,ML,EDIFICACION,true,MAESTRO
04007001.1012,10,04007001,M.SECO TAPA DRYWALL ML,ML,EDIFICACION,true,MAESTRO
04007001.1013,10,04007001,M.SECO SUPERB ENTRE TORR ML,ML,EDIFICACION,true,MAESTRO
04007001.1014,10,04007001,M.SECO SUPERB ENTRE TORR M2,M2,EDIFICACION,true,MAESTRO
04007001.1015,10,04007001,LAMINA METALICA BUITRON ML,ML,EDIFICACION,true,MAESTRO
04007001.1016,10,04007001,MURO DURAPANEL e: 7 cm  2C,M2,EDIFICACION,true,MAESTRO
04007001.1017,10,04007001,MURO DURAPANEL e: 12 cm 2C,M2,EDIFICACION,true,MAESTRO
04007001.1018,10,04007001,MURO DURAPANEL e: 7 cm 1C,M2,EDIFICACION,true,MAESTRO
04007001.1019,10,04007001,MURO DURAPANEL e: 12 cm 1C,M2,EDIFICACION,true,MAESTRO
04007001.1020,10,04007001,M.SECO DRYW 2C+FRESCASA M2,M2,EDIFICACION,true,MAESTRO
04007001.1021,10,04007001,M.SECO SPB /DRYW +FRESC 2C M2,M2,EDIFICACION,true,MAESTRO
04007001.1022,10,04007001,M.SECO SPB 2C +FRESC M2,M2,EDIFICACION,true,MAESTRO
04007003,8,04007000,MUROS SUPERBOARD PFIJO,,EDIFICACION,true,MAESTRO
04007003.1101,10,04007003,M.SECO PF SUPERBOARD 1C M2,M2,EDIFICACION,true,MAESTRO
04007003.1102,10,04007003,M.SECO PF SUPERBOARD 1C ML,ML,EDIFICACION,true,MAESTRO
04007003.1103,10,04007003,M.SECO PF SUPERBOARD 2C M2,M2,EDIFICACION,true,MAESTRO
04007003.1104,10,04007003,M.SECO PF SUPERBOARD 2C ML,ML,EDIFICACION,true,MAESTRO
04007003.1105,10,04007003,M.SECO PF DRYWALL 1C M2,M2,EDIFICACION,true,MAESTRO
04007003.1106,10,04007003,M.SECO PF DRYWALL 1C ML,ML,EDIFICACION,true,MAESTRO
04007003.1107,10,04007003,M.SECO PF DRYWALL 2C M2,M2,EDIFICACION,true,MAESTRO
04007003.1108,10,04007003,M.SECO PF DRYWALL 2C ML,ML,EDIFICACION,true,MAESTRO
04007003.1109,10,04007003,M.SECO PF SUPER /DRYWALL2C M2,M2,EDIFICACION,true,MAESTRO
04007003.1110,10,04007003,M.SECO PF SUPER/DRYWALL2C ML,ML,EDIFICACION,true,MAESTRO
04007003.1111,10,04007003,M.SECO PF TAPA SUPERBOARD ML,ML,EDIFICACION,true,MAESTRO
04007003.1112,10,04007003,M.SECO PF TAPA DRYWALL ML,ML,EDIFICACION,true,MAESTRO
04007003.1113,10,04007003,MURO PF DURAPANEL e: 7 cm 2C,M2,EDIFICACION,true,MAESTRO
04007003.1114,10,04007003,MURO PF DURAPANEL e: 12 cm 2C,M2,EDIFICACION,true,MAESTRO
04007003.1115,10,04007003,MURO PF DURAPANEL e: 7 cm 1C,M2,EDIFICACION,true,MAESTRO
04007003.1116,10,04007003,MURO PF DURAPANEL e: 12 cm 1C,M2,EDIFICACION,true,MAESTRO
04008000,5,04000000,LAVADA Y PROTECCION,,EDIFICACION,true,MAESTRO
04008001,8,04008000,LAVADA E IMPERMEAB.,,EDIFICACION,true,MAESTRO
04008001.1001,10,04008001,MAMP-LAVADA E IMPER FACHADA,M2,EDIFICACION,true,MAESTRO
04008001.1002,10,04008001,MAMP LAVADA MAMP INTERNA,M2,EDIFICACION,true,MAESTRO
05000000,4,,PAÑETES,,EDIFICACION,true,MAESTRO
05002000,5,05000000,FRISOS INTERIORES,,EDIFICACION,true,MAESTRO
05002001,8,05002000,FRISOS INTERIORES,,EDIFICACION,true,MAESTRO
05002001.1001,10,05002001,FRISO,M2,EDIFICACION,true,MAESTRO
05002001.1002,10,05002001,FRISO BAJO PLACA,M2,EDIFICACION,true,MAESTRO
05002001.1005,10,05002001,FRISO CHAFARREO,M2,EDIFICACION,true,MAESTRO
05002001.1006,10,05002001,FRISO CANTO/EMBONE,ML,EDIFICACION,true,MAESTRO
05002001.1007,10,05002001,FRISO IMPERMEAB PATERAS,M2,EDIFICACION,true,MAESTRO
05002001.1008,10,05002001,FRISO GOTEROS,ML,EDIFICACION,true,MAESTRO
05002001.1009,10,05002001,FRISO CINTA VENTANAS,ML,EDIFICACION,true,MAESTRO
05002001.1010,10,05002001,FRISO IMPERMEABILIZADO,M2,EDIFICACION,true,MAESTRO
05002001.1011,10,05002001,FRISO M2 >2.5M,M2,EDIFICACION,true,MAESTRO
05002001.1012,10,05002001,FRISO ACRILICO,M2,EDIFICACION,true,MAESTRO
05002001.1013,10,05002001,FRISO MALACATERO MES,MES,EDIFICACION,true,MAESTRO
05002001.1014,10,05002001,FRISO DETALLADA APTO NVIS,UN,EDIFICACION,true,MAESTRO
05002001.1015,10,05002001,FRISO FACHADA,M2,EDIFICACION,true,MAESTRO
05002001.1016,10,05002001,FRISO CHAFARREO FACHADA,M2,EDIFICACION,true,MAESTRO
05002001.1017,10,05002001,FRISO FACHADA DILATACION,ML,EDIFICACION,true,MAESTRO
05002001.1018,10,05002001,FRISO FACHADA ARMADA ANDAMIOS,UN,EDIFICACION,true,MAESTRO
05002010,8,05002000,REVOQUE SECO,,EDIFICACION,true,MAESTRO
05002010.1051,10,05002010,REVOQUE SECO M2,M2,EDIFICACION,true,MAESTRO
05002010.1052,10,05002010,REVOQUE SECO ML,ML,EDIFICACION,true,MAESTRO
05002999,8,05002000,ACTIVIDADES VARIAS,,EDIFICACION,true,MAESTRO
05002999.1001,10,05002999,FRISO ACTIVIDADES VARIAS AY,UN,EDIFICACION,true,MAESTRO
05002999.1002,10,05002999,FRISO ACTIVIDADES VARIAS OF,UN,EDIFICACION,true,MAESTRO
05003000,5,05000000,FRISOS P.FIJO/CMAQ/CUB,,EDIFICACION,true,MAESTRO
05003001,8,05003000,FRISO,,EDIFICACION,true,MAESTRO
05003001.1101,10,05003001,FRISO PFIJO M2,M2,EDIFICACION,true,MAESTRO
05003001.1108,10,05003001,FRISO PFIJO CHAFARREO,M2,EDIFICACION,true,MAESTRO
05003001.1109,10,05003001,FRISO PFIJO HUECO BOTONERA UN,UN,EDIFICACION,true,MAESTRO
05003001.1110,10,05003001,FRISO PFIJO CANTO/EMBONE,ML,EDIFICACION,true,MAESTRO
05003001.1111,10,05003001,FRISO PFIJO GOTEROS,ML,EDIFICACION,true,MAESTRO
05003001.1112,10,05003001,FRISO PFIJO ACRILICO M2,ML,EDIFICACION,true,MAESTRO
05003001.1113,10,05003001,FRISO PFIJO FACHADA,M2,EDIFICACION,true,MAESTRO
