codigo,nivel,codigo_padre,descripcion,unidad_medida,plantilla,activa,origen
26007001.1033,10,26007001,TANQUE FORMALETA GL,GL,URBANISMO_INTERNO,true,MAESTRO
26007001.1034,10,26007001,TANQUE EQUIPOS DE OBRA GL,GL,URBANISMO_INTERNO,true,MAESTRO
26007001.1035,10,26007001,TANQUE TRANSPORTE FORMALETA,GL,URBANISMO_INTERNO,true,MAESTRO
26007001.1036,10,26007001,TANQUE TRANSPORTE EQUIPOS,GL,URBANISMO_INTERNO,true,MAESTRO
26007001.1037,10,26007001,TANQUE PASAMUROS,UN,URBANISMO_INTERNO,true,MAESTRO
26007001.1038,10,26007001,TANQUE INSPECTOR SISO,MES,URBANISMO_INTERNO,true,MAESTRO
26008000,5,26000000,EQUIPOS BOMBEO,,URBANISMO_INTERNO,true,MAESTRO
26008002,8,26008000,EQUIPO BOMBEO CONSUMO,,URBANISMO_INTERNO,true,MAESTRO
26008002.1001,10,26008002,EQUIPO PRESION CONSTANTE,UN,URBANISMO_INTERNO,true,MAESTRO
26008003,8,26008000,EQUIPO BOMBEO INCENDIO,,URBANISMO_INTERNO,true,MAESTRO
26008003.1001,10,26008003,EQUIPO BOMBEO CONTRAINCENDIO,UN,URBANISMO_INTERNO,true,MAESTRO
26009000,5,26000000,RED CONTRA INCENDIO,,URBANISMO_INTERNO,true,MAESTRO
26009001,8,26009000,RED TUBERIA PVC,,URBANISMO_INTERNO,true,MAESTRO
26009001.1002,10,26009001,"RCI TUBERIA  4""",ML,URBANISMO_INTERNO,true,MAESTRO
26009001.1003,10,26009001,"RCI TUBERIA  6""",ML,URBANISMO_INTERNO,true,MAESTRO
26009001.1004,10,26009001,RCI TUBERIA PEAD 75 MM,ML,URBANISMO_INTERNO,true,MAESTRO
26009001.1005,10,26009001,RCI TUBERIA PEAD 90 MM,ML,URBANISMO_INTERNO,true,MAESTRO
26009001.1006,10,26009001,RCI TUBERIA PEAD 110 MM,ML,URBANISMO_INTERNO,true,MAESTRO
26009001.1007,10,26009001,RCI TUBERIA PEAD 160 MM,ML,URBANISMO_INTERNO,true,MAESTRO
26009001.1008,10,26009001,RCI TUBERIA PEAD 200 MM,ML,URBANISMO_INTERNO,true,MAESTRO
26009001.1009,10,26009001,RCI TUBERIA PEAD 250 MM,ML,URBANISMO_INTERNO,true,MAESTRO
26009001.1010,10,26009001,RCI TUBERIA PEAD 300 MM,ML,URBANISMO_INTERNO,true,MAESTRO
26009001.1011,10,26009001,RCI TUBERIA PEAD 315 MM,ML,URBANISMO_INTERNO,true,MAESTRO
26009005,8,26009000,SIAMESA,,URBANISMO_INTERNO,true,MAESTRO
26009005.1001,10,26009005,RCI SIAMESA,UN,URBANISMO_INTERNO,true,MAESTRO
26009005.1002,10,26009005,RCI CABEZAL DE PRUEBA,UN,URBANISMO_INTERNO,true,MAESTRO
26009005.1003,10,26009005,RCI VALVULAS,UN,URBANISMO_INTERNO,true,MAESTRO
26010000,5,26000000,RED DE GAS,,URBANISMO_INTERNO,true,MAESTRO
26010004,8,26010000,RED DE GAS,,URBANISMO_INTERNO,true,MAESTRO
26010004.1001,10,26010004,EXCAV-RELLENO-RED DE GAS ML,ML,URBANISMO_INTERNO,true,MAESTRO
27000000,4,,VIAS,,URBANISMO_INTERNO,true,MAESTRO
27002000,5,27000000,PAVIMENTO RIGIDO-FLEXIBLE,,URBANISMO_INTERNO,true,MAESTRO
27002003,8,27002000,MEZCLA ASFALTICA,,URBANISMO_INTERNO,true,MAESTRO
27002003.1001,10,27002003,VIA MEZCLA ASF EXTERNA,M2,URBANISMO_INTERNO,true,MAESTRO
27002003.1002,10,27002003,VIA MEZCLA ASF INTERNA,M2,URBANISMO_INTERNO,true,MAESTRO
27002005,8,27002000,PAVIMENTO RIGIDO,,URBANISMO_INTERNO,true,MAESTRO
27002005.1001,10,27002005,PAVIMENTO CONCRETO VIA EXT,M2,URBANISMO_INTERNO,true,MAESTRO
27002005.1002,10,27002005,PAVIMENTO CONCRETO VIA INT,M2,URBANISMO_INTERNO,true,MAESTRO
27002006,8,27002000,PAVIMENTO ADOQUIN,,URBANISMO_INTERNO,true,MAESTRO
27002006.1001,10,27002006,PAVIMENTO EN ADOQUIN,M2,URBANISMO_INTERNO,true,MAESTRO
27002007,8,27002000,TOPELLANTAS,,URBANISMO_INTERNO,true,MAESTRO
27002007.1001,10,27002007,SUM INST TOPELLANTAS,UN,URBANISMO_INTERNO,true,MAESTRO
27002008,8,27002000,TRANSPORTE MAQUINARIA,,URBANISMO_INTERNO,true,MAESTRO
27002008.1001,10,27002008,TRANSPORTE MAQUIN. VIAS,UN,URBANISMO_INTERNO,true,MAESTRO
27003000,5,27000000,PEATONALES,,URBANISMO_INTERNO,true,MAESTRO
27003005,8,27003000,CINTA EN CONCRETO,,URBANISMO_INTERNO,true,MAESTRO
27003005.1001,10,27003005,CINTA ANDENES  ML,ML,URBANISMO_INTERNO,true,MAESTRO
27003006,8,27003000,SARDINEL,,URBANISMO_INTERNO,true,MAESTRO
27003006.1001,10,27003006,SARDINEL FUNDIDO EN SITIO,ML,URBANISMO_INTERNO,true,MAESTRO
27003006.1002,10,27003006,SARDINEL PREFABRICADO,ML,URBANISMO_INTERNO,true,MAESTRO
27003006.1003,10,27003006,BORDILLO PREFABRICADO,ML,URBANISMO_INTERNO,true,MAESTRO
27003007,8,27003000,ANDEN EN CONCRETO,,URBANISMO_INTERNO,true,MAESTRO
27003007.1001,10,27003007,ANDEN  EN CONCRETO,M2,URBANISMO_INTERNO,true,MAESTRO
27003007.1003,10,27003007,ANDEN  EN CONCRETO +LOSET GUIA,M2,URBANISMO_INTERNO,true,MAESTRO
27003007.1004,10,27003007,ANDEN CONCRETO ESTAMP+DILATADO,M2,URBANISMO_INTERNO,true,MAESTRO
27003007.1005,10,27003007,POMPEYANO EN CONCRETO,M2,URBANISMO_INTERNO,true,MAESTRO
27003007.1006,10,27003007,ANDEN PERIMETRAL TORRES,ML,URBANISMO_INTERNO,true,MAESTRO
27003010,8,27003000,ANDEN EN ADOQUIN,,URBANISMO_INTERNO,true,MAESTRO
27003010.1003,10,27003010,ANDEN PISO ADOQUIN,M2,URBANISMO_INTERNO,true,MAESTRO
27003010.1004,10,27003010,ANDEN PISO GRAMOQUIN,M2,URBANISMO_INTERNO,true,MAESTRO
27003015,8,27003000,PISO EN BALDOSA,,URBANISMO_INTERNO,true,MAESTRO
27003015.1005,10,27003015,ANDEN  LOSETA GRIS,M2,URBANISMO_INTERNO,true,MAESTRO
27003015.1006,10,27003015,ANDEN  LOSETA TOPEROL,UN,URBANISMO_INTERNO,true,MAESTRO
27003015.1007,10,27003015,ANDEN  LOSETA GUIA,ML,URBANISMO_INTERNO,true,MAESTRO
27003021,8,27003000,RAMPA MINUSVALIDOS,,URBANISMO_INTERNO,true,MAESTRO
27003021.1001,10,27003021,RAMPAS PEATONAL EN CONCRETO,M2,URBANISMO_INTERNO,true,MAESTRO
27003023,8,27003000,CICLO RUTA,,URBANISMO_INTERNO,true,MAESTRO
27003023.1001,10,27003023,CICLO RUTA MEZCLA ASFALTICA,M2,URBANISMO_INTERNO,true,MAESTRO
27003023.1002,10,27003023,CICLO RUTA PAV RIGIDO,M2,URBANISMO_INTERNO,true,MAESTRO
27003024,8,27003000,SENDEROS Y PLAZOLETAS,,URBANISMO_INTERNO,true,MAESTRO
27003024.1001,10,27003024,HUELLA EN CONCRETO,M2,URBANISMO_INTERNO,true,MAESTRO
27005000,5,27000000,DEMOL Y REPOS. PAVIMENTO,,URBANISMO_INTERNO,true,MAESTRO
27005005,8,27005000,REPARCHEO ASFALTICO,,URBANISMO_INTERNO,true,MAESTRO
27005005.1001,10,27005005,ROTURA-REPOS PAVIM ACUE,M2,URBANISMO_INTERNO,true,MAESTRO
27005005.1002,10,27005005,ROTURA-REPOS PAVIM ALCAN,M2,URBANISMO_INTERNO,true,MAESTRO
27006000,5,27000000,FORMALETA VIAS,,URBANISMO_INTERNO,true,MAESTRO
27006001,8,27006000,FORMALETA GL,,URBANISMO_INTERNO,true,MAESTRO
27006001.1002,10,27006001,FORMALETA VIAS,UN,URBANISMO_INTERNO,true,MAESTRO
27007000,5,27000000,EQUIPOS VIAS,,URBANISMO_INTERNO,true,MAESTRO
27007001,8,27007000,EQUIPOS DE OBRA,,URBANISMO_INTERNO,true,MAESTRO
27007001.1001,10,27007001,COMPACTADOR ANDENES,UN,URBANISMO_INTERNO,true,MAESTRO
28000000,4,,RED ELECTRICA Y TELEFONICA,,URBANISMO_INTERNO,true,MAESTRO
28002000,5,28000000,RED ELECTR. BAJA TENSION,,URBANISMO_INTERNO,true,MAESTRO
28002006,8,28002000,PLANTA EMERGENCIA,,URBANISMO_INTERNO,true,MAESTRO
28002006.1001,10,28002006,PLANTA EMERGEN.-CABINA,UN,URBANISMO_INTERNO,true,MAESTRO
28002006.1002,10,28002006,TUBERIA ESCAPE PLANTA EMERG.,ML,URBANISMO_INTERNO,true,MAESTRO
29000000,4,,PARQUES Y ZONAS VERDES,,URBANISMO_EXTERNO,true,MAESTRO
29001000,5,29000000,PRADOS,,URBANISMO_EXTERNO,true,MAESTRO
29001004,8,29001000,REPLANTEO,,URBANISMO_EXTERNO,true,MAESTRO
29001004.1001,10,29001004,REPLANTEO ZONA VERDE,M2,URBANISMO_EXTERNO,true,MAESTRO
29001006,8,29001000,PRADOS,,URBANISMO_EXTERNO,true,MAESTRO
29001006.1001,10,29001006,PRADOS ZONA VERDE,M2,URBANISMO_EXTERNO,true,MAESTRO
29001999,8,29001000,ACTIVIDADES VARIAS,,URBANISMO_EXTERNO,true,MAESTRO
29001999.1001,10,29001999,PRADOS ACTIVIDAD AYUD,UN,URBANISMO_EXTERNO,true,MAESTRO
29002000,5,29000000,ARBOLES,,URBANISMO_EXTERNO,true,MAESTRO
29002001,8,29002000,ARBOLES,,URBANISMO_EXTERNO,true,MAESTRO
29002001.1001,10,29002001,HUECO ARBOLES,UN,URBANISMO_EXTERNO,true,MAESTRO
29002001.1002,10,29002001,SIEMBRA ARBOLES,UN,URBANISMO_EXTERNO,true,MAESTRO
29002001.1003,10,29002001,SUMINISTRO ARBOL MEDIANO,UN,URBANISMO_EXTERNO,true,MAESTRO
29002003,8,29002000,JARDIN ORNAMENTAL,,URBANISMO_EXTERNO,true,MAESTRO
29002003.1001,10,29002003,JARDINES ORNAMENTALES,GL,URBANISMO_EXTERNO,true,MAESTRO
29002004,8,29002000,CONTENEDOR DE RAICES,,URBANISMO_EXTERNO,true,MAESTRO
29002004.1001,10,29002004,ZVERDE CONTENEDOR DE RAICES,UN,URBANISMO_EXTERNO,true,MAESTRO
29002006,8,29002000,JARDINERAS,,URBANISMO_EXTERNO,true,MAESTRO
29002006.1001,10,29002006,JARDINERAS MAMPOSTERIA,M2,URBANISMO_EXTERNO,true,MAESTRO
29002006.1002,10,29002006,JARDINERAS MAMP ANCLAJE,UN,URBANISMO_EXTERNO,true,MAESTRO
29002006.1003,10,29002006,JARDINERAS FRISO,M2,URBANISMO_EXTERNO,true,MAESTRO
29002006.1004,10,29002006,JARDINERAS IMPERMEABILIZACION,M2,URBANISMO_EXTERNO,true,MAESTRO
29002006.1005,10,29002006,JARDINERAS EN CONCRETO,M2,URBANISMO_EXTERNO,true,MAESTRO
29030000,5,29000000,ARBOLES COMPENSACION,,URBANISMO_EXTERNO,true,MAESTRO
29030001,8,29030000,ARBOLES COMPENSACION,,URBANISMO_EXTERNO,true,MAESTRO
29030001.1001,10,29030001,ARBOLES COMPENSACION,UN,URBANISMO_EXTERNO,true,MAESTRO
02002003,8,02002000,CONCRETO LIMPIEZA,UN,EDIFICACION,true,ALTA_REQUERIDA:BAIKAL TORRE 3 V01
02002003.1001,10,02002003,CIM SOLADO VG CIM,M2,EDIFICACION,true,ALTA_REQUERIDA:BAIKAL TORRE 3 V01
03001000,5,03000000,EXCAVACIONES Y RELLENOS,UN,EDIFICACION,true,ALTA_REQUERIDA:BAIKAL TORRE 3 V01
03001001,8,03001000,EXC A MANO EN COMUN,UN,EDIFICACION,true,ALTA_REQUERIDA:BAIKAL TORRE 3 V01
03001001.1001,10,03001001,EXC A MANO COMUN <2.5MTS,M3,EDIFICACION,true,ALTA_REQUERIDA:BAIKAL TORRE 3 V01
03001004,8,03001000,RETIRO DE TIERRA,UN,EDIFICACION,true,ALTA_REQUERIDA:BAIKAL TORRE 3 V01
03001004.1001,10,03001004,RETIRO TIERRA DESAGUES,M3,EDIFICACION,true,ALTA_REQUERIDA:BAIKAL TORRE 3 V01
03004000,5,03000000,PUNTOS SANITARIOS,UN,EDIFICACION,true,ALTA_REQUERIDA:BAIKAL TORRE 3 V01
03004001,8,03004000,PTO SANITARIO P1 PVC,UN,EDIFICACION,true,ALTA_REQUERIDA:BAIKAL TORRE 3 V01
03004001.1097,10,03004001,PRUEBA DE ESTANQUEIDAD,UN,EDIFICACION,true,ALTA_REQUERIDA:BAIKAL TORRE 3 V01
05001000,5,05000000,FRISOS EXTERIORES,UN,EDIFICACION,true,ALTA_REQUERIDA:BAIKAL TORRE 3 V01
05001005,8,05001000,ARMADA POLEAS ANDAMIOS,UN,EDIFICACION,true,ALTA_REQUERIDA:BAIKAL TORRE 3 V01
05001005.1401,10,05001005,ARMADA POLEAS ANDAMIOS,UN,EDIFICACION,true,ALTA_REQUERIDA:BAIKAL TORRE 3 V01
05007000,5,05000000,EQUIPOS FRISOS,UN,EDIFICACION,true,ALTA_REQUERIDA:BAIKAL TORRE 3 V01
05007001,8,05007000,EQUIPOS DE OBRA,UN,EDIFICACION,true,ALTA_REQUERIDA:BAIKAL TORRE 3 V01
05007001.1002,10,05007001,FRISOS EQUIPOS,UN,EDIFICACION,true,ALTA_REQUERIDA:BAIKAL TORRE 3 V01
05007002,8,05007000,OPERADORES EQUIPOS,UN,EDIFICACION,true,ALTA_REQUERIDA:BAIKAL TORRE 3 V01
05007002.1001,10,05007002,FRISO MALACATERO,UN,EDIFICACION,true,ALTA_REQUERIDA:BAIKAL TORRE 3 V01
06003008.1001,10,06003008,EST PLACA MACIZA CUB e= 0.12m,M2,EDIFICACION,true,ALTA_REQUERIDA:BAIKAL TORRE 3 V01
06003018.1405,10,06003018,EST RESANE FACHADA,UN,EDIFICACION,true,ALTA_REQUERIDA:BAIKAL TORRE 3 V01
08001002.1003,10,08001002,CRASO DRYWALL CARTERAS,ML,EDIFICACION,true,ALTA_REQUERIDA:BAIKAL TORRE 3 V01
09002004,8,09002000,SUBIDA DE MATERIAL,UN,EDIFICACION,true,ALTA_REQUERIDA:BAIKAL TORRE 3 V01
09002004.1001,10,09002004,PISO MORTEROS SUBIDA MATERIAL,UN,EDIFICACION,true,ALTA_REQUERIDA:BAIKAL TORRE 3 V01
09006016,8,09006000,SUBIDA DE MATERIAL,UN,EDIFICACION,true,ALTA_REQUERIDA:BAIKAL TORRE 3 V01
09006016.1001,10,09006016,PISOS SUBIDA MATERIAL,UN,EDIFICACION,true,ALTA_REQUERIDA:BAIKAL TORRE 3 V01
10001003,8,10001000,ENCHAPE CERAMICA BAÑOS,UN,EDIFICACION,true,ALTA_REQUERIDA:BAIKAL TORRE 3 V01
10001003.1801,10,10001003,ENCHAPE BAÑO PPAL,M2,EDIFICACION,true,ALTA_REQUERIDA:BAIKAL TORRE 3 V01
10001003.1803,10,10001003,ENCHAPE BAÑO AUX,M2,EDIFICACION,true,ALTA_REQUERIDA:BAIKAL TORRE 3 V01
10001003.1809,10,10001003,ENCHAPE INSTALACION WIN BAÑOS,ML,EDIFICACION,true,ALTA_REQUERIDA:BAIKAL TORRE 3 V01
11001004,8,11001000,INSTAL. MEDIDOR AGUA,UN,EDIFICACION,true,ALTA_REQUERIDA:BAIKAL TORRE 3 V01
11001004.0100,10,11001004,INSTAL. MEDIDOR AGUA,UN,EDIFICACION,true,ALTA_REQUERIDA:BAIKAL TORRE 3 V01
11001007,8,11001000,PTO AGUA CAL-RED CPVC,UN,EDIFICACION,true,ALTA_REQUERIDA:BAIKAL TORRE 3 V01
11001007.1026,10,11001007,PUNTO AGUA CALIENTE,PTO,EDIFICACION,true,ALTA_REQUERIDA:BAIKAL TORRE 3 V01
11001010,8,11001000,VALVULAS,UN,EDIFICACION,true,ALTA_REQUERIDA:BAIKAL TORRE 3 V01
11001010.1001,10,11001010,VALVULAS,UN,EDIFICACION,true,ALTA_REQUERIDA:BAIKAL TORRE 3 V01
11003005.1081,10,11003005,PUNTO BAJANTE VENT,UN,EDIFICACION,true,ALTA_REQUERIDA:BAIKAL TORRE 3 V01
11007998.1001,10,11007998,RED C.INCENDIO CONTRATO,UN,EDIFICACION,true,ALTA_REQUERIDA:BAIKAL TORRE 3 V01
12000000,4,,INSTALACIONES ELECTRICAS,UN,EDIFICACION,true,ALTA_REQUERIDA:BAIKAL TORRE 3 V01
12001000,5,12000000,INSTALACIONES ELECTRICAS,UN,EDIFICACION,true,ALTA_REQUERIDA:BAIKAL TORRE 3 V01
12001020,8,12001000,INSTAL. INTERNAS T.C.,UN,EDIFICACION,true,ALTA_REQUERIDA:BAIKAL TORRE 3 V01
12001020.0100,10,12001020,INST INTERNAS T.C.,UN,EDIFICACION,true,ALTA_REQUERIDA:BAIKAL TORRE 3 V01
12002000,5,12000000,TELEVISION Y TELEFONO,UN,EDIFICACION,true,ALTA_REQUERIDA:BAIKAL TORRE 3 V01
12002006,8,12002000,PUNTO PARA CITOFONO,UN,EDIFICACION,true,ALTA_REQUERIDA:BAIKAL TORRE 3 V01
12002006.1001,10,12002006,PUNTO PARA CITOFONO,UN,EDIFICACION,true,ALTA_REQUERIDA:BAIKAL TORRE 3 V01
12003000,5,12000000,DETECCION INCENDIO,UN,EDIFICACION,true,ALTA_REQUERIDA:BAIKAL TORRE 3 V01
12003001,8,12003000,DETECCION INCENDIO,UN,EDIFICACION,true,ALTA_REQUERIDA:BAIKAL TORRE 3 V01
12003001.0100,10,12003001,DETECCION Y ALARMA,UN,EDIFICACION,true,ALTA_REQUERIDA:BAIKAL TORRE 3 V01
13001008,8,13001000,SANITARIOS,UN,EDIFICACION,true,ALTA_REQUERIDA:BAIKAL TORRE 3 V01
13001008.1001,10,13001008,SANITARIOS,UN,EDIFICACION,true,ALTA_REQUERIDA:BAIKAL TORRE 3 V01
13001015,8,13001000,JGO INCRUSTACIONES,UN,EDIFICACION,true,ALTA_REQUERIDA:BAIKAL TORRE 3 V01
13001015.1001,10,13001015,INCRUSTACIONES BAÑO,UN,EDIFICACION,true,ALTA_REQUERIDA:BAIKAL TORRE 3 V01
13003000,5,13000000,MEZCLADORES Y GRIFERIA,UN,EDIFICACION,true,ALTA_REQUERIDA:BAIKAL TORRE 3 V01
13003001,8,13003000,MEZCLADOR DUCHAS,UN,EDIFICACION,true,ALTA_REQUERIDA:BAIKAL TORRE 3 V01
13003001.1001,10,13003001,MEZCLADOR DUCHAS,UN,EDIFICACION,true,ALTA_REQUERIDA:BAIKAL TORRE 3 V01
13005000,5,13000000,LAVADEROS Y LAVAPLATOS,UN,EDIFICACION,true,ALTA_REQUERIDA:BAIKAL TORRE 3 V01
13005003,8,13005000,LAVADERO FIBRA VIDRIO,UN,EDIFICACION,true,ALTA_REQUERIDA:BAIKAL TORRE 3 V01
13005003.1002,10,13005003,LAVADERO FIBRA DE VIDRIO,UN,EDIFICACION,true,ALTA_REQUERIDA:BAIKAL TORRE 3 V01
13005004,8,13005000,LAVAPLATOS ACERO INOX.,UN,EDIFICACION,true,ALTA_REQUERIDA:BAIKAL TORRE 3 V01
13005004.1001,10,13005004,LAVAPLATOS,UN,EDIFICACION,true,ALTA_REQUERIDA:BAIKAL TORRE 3 V01
13006006,8,13006000,LLAVE TERMINAL,UN,EDIFICACION,true,ALTA_REQUERIDA:BAIKAL TORRE 3 V01
13006006.1002,10,13006006,LLAVE LAVADORA,UN,EDIFICACION,true,ALTA_REQUERIDA:BAIKAL TORRE 3 V01
13006006.1003,10,13006006,CAJA DE LAVADORA INC DETALLADA,UN,EDIFICACION,true,ALTA_REQUERIDA:BAIKAL TORRE 3 V01
14004001.1108,10,14004001,CLOSET DE MADERA,ML,EDIFICACION,true,ALTA_REQUERIDA:BAIKAL TORRE 3 V01
14004002.1310,10,14004002,VESTIER ALC PPAL,ML,EDIFICACION,true,ALTA_REQUERIDA:BAIKAL TORRE 3 V01
14004003.1010,10,14004003,MUEBLE SUP COCINA,ML,EDIFICACION,true,ALTA_REQUERIDA:BAIKAL TORRE 3 V01
14004003.1118,10,14004003,MUEBLE INF COCINA,ML,EDIFICACION,true,ALTA_REQUERIDA:BAIKAL TORRE 3 V01
15001004.1021,10,15001004,PTA VENT ALUMINIO BALCON/SALA,UN,EDIFICACION,true,ALTA_REQUERIDA:BAIKAL TORRE 3 V01
15001005.1018,10,15001005,VENTANERIA,UN,EDIFICACION,true,ALTA_REQUERIDA:BAIKAL TORRE 3 V01
15001006.1010,10,15001006,DIVISION DE BAÑO VIDRIO,UN,EDIFICACION,true,ALTA_REQUERIDA:BAIKAL TORRE 3 V01
16002002,8,16002000,HORNO,UN,EDIFICACION,true,ALTA_REQUERIDA:BAIKAL TORRE 3 V01
16002002.1001,10,16002002,HORNO,UN,EDIFICACION,true,ALTA_REQUERIDA:BAIKAL TORRE 3 V01
16002003,8,16002000,MODULO DE EMPOTRAR,UN,EDIFICACION,true,ALTA_REQUERIDA:BAIKAL TORRE 3 V01
16002003.1001,10,16002003,ESTUFA DE EMPOTRAR,UN,EDIFICACION,true,ALTA_REQUERIDA:BAIKAL TORRE 3 V01
19001002.1401,10,19001002,GRANIPLAST FACH/PFIJO/VACIOS,M2,EDIFICACION,true,ALTA_REQUERIDA:BAIKAL TORRE 3 V01
19001005,8,19001000,PINTURA ALFAJIAS,UN,EDIFICACION,true,ALTA_REQUERIDA:BAIKAL TORRE 3 V01
19001005.1410,10,19001005,PINTURA ALFAGIA CUBIERTA,ML,EDIFICACION,true,ALTA_REQUERIDA:BAIKAL TORRE 3 V01
19001006,8,19001000,ARMADA POLEAS ANDAMIOS,UN,EDIFICACION,true,ALTA_REQUERIDA:BAIKAL TORRE 3 V01
19001006.1401,10,19001006,PINT FACHADA ARMADA ANDAMIOS,UN,EDIFICACION,true,ALTA_REQUERIDA:BAIKAL TORRE 3 V01
19011000,5,19000000,EQUIPOS PINTURA,UN,EDIFICACION,true,ALTA_REQUERIDA:BAIKAL TORRE 3 V01
19011001,8,19011000,EQUIPOS DE OBRA,UN,EDIFICACION,true,ALTA_REQUERIDA:BAIKAL TORRE 3 V01
19011001.1001,10,19011001,PINT FACHADA MANTENIMIENTO EQ,UN,EDIFICACION,true,ALTA_REQUERIDA:BAIKAL TORRE 3 V01
